Namespace(device='cuda:3', in_size=3, num_classes=2, fusion_type='early', gcn_channels=3, gcn_hidden=64, gcn_layers=4, gcn_dropout=0.1, trans_num_layers=4, input_node_dim=3, hidden_node_dim=32, input_edge_dim=0, hidden_edge_dim=32, ouput_dim=None, n_heads=4, max_in_degree=5, max_out_degree=5, max_path_distance=5, hidden_dim=64, num_layers=4, num_features=3, num_heads=8, dropout=0.1, pos_encoding='gcn', att_dropout=0.1, d_k=64, d_v=64, pos_embed_type='s', alpha=0.4, num_fusion_layers=4, loss_log=3, output_dim=2)
Epoch: 000,  Train loss: 0.682388,  Train Acc: 0.593258,  Test Acc: 0.605381
Epoch: 291,  Train loss: 0.494387,  Train Acc: 0.775281,  Test Acc: 0.721973
Epoch: 292,  Train loss: 0.489064,  Train Acc: 0.773034,  Test Acc: 0.726457
Epoch: 293,  Train loss: 0.487859,  Train Acc: 0.779775,  Test Acc: 0.717489
Epoch: 294,  Train loss: 0.489003,  Train Acc: 0.779775,  Test Acc: 0.726457
Epoch: 295,  Train loss: 0.488819,  Train Acc: 0.771910,  Test Acc: 0.713004
Epoch: 296,  Train loss: 0.495999,  Train Acc: 0.778652,  Test Acc: 0.717489
Epoch: 297,  Train loss: 0.483364,  Train Acc: 0.775281,  Test Acc: 0.730942
Epoch: 298,  Train loss: 0.492374,  Train Acc: 0.765169,  Test Acc: 0.717489
Epoch: 299,  Train loss: 0.533640,  Train Acc: 0.770787,  Test Acc: 0.717489
Epoch: 300,  Train loss: 0.550657,  Train Acc: 0.731461,  Test Acc: 0.699552
Epoch: 301,  Train loss: 0.527023,  Train Acc: 0.757303,  Test Acc: 0.717489
Epoch: 302,  Train loss: 0.530020,  Train Acc: 0.774157,  Test Acc: 0.721973
Epoch: 303,  Train loss: 0.513908,  Train Acc: 0.768539,  Test Acc: 0.717489
Epoch: 304,  Train loss: 0.492892,  Train Acc: 0.780899,  Test Acc: 0.726457
Epoch: 305,  Train loss: 0.503247,  Train Acc: 0.769663,  Test Acc: 0.717489
Epoch: 306,  Train loss: 0.500666,  Train Acc: 0.777528,  Test Acc: 0.721973
Epoch: 307,  Train loss: 0.500285,  Train Acc: 0.780899,  Test Acc: 0.739910
Epoch: 308,  Train loss: 0.491152,  Train Acc: 0.780899,  Test Acc: 0.717489
Epoch: 309,  Train loss: 0.490760,  Train Acc: 0.780899,  Test Acc: 0.726457
Epoch: 310,  Train loss: 0.483840,  Train Acc: 0.778652,  Test Acc: 0.717489
Epoch: 311,  Train loss: 0.490245,  Train Acc: 0.779775,  Test Acc: 0.721973
Epoch: 312,  Train loss: 0.496201,  Train Acc: 0.782022,  Test Acc: 0.730942
Epoch: 313,  Train loss: 0.485694,  Train Acc: 0.778652,  Test Acc: 0.717489
Epoch: 314,  Train loss: 0.487129,  Train Acc: 0.777528,  Test Acc: 0.730942
Epoch: 315,  Train loss: 0.484906,  Train Acc: 0.778652,  Test Acc: 0.730942
Epoch: 316,  Train loss: 0.480298,  Train Acc: 0.783146,  Test Acc: 0.726457
Epoch: 317,  Train loss: 0.473557,  Train Acc: 0.780899,  Test Acc: 0.730942
Epoch: 318,  Train loss: 0.475303,  Train Acc: 0.780899,  Test Acc: 0.739910
Epoch: 319,  Train loss: 0.470460,  Train Acc: 0.779775,  Test Acc: 0.730942
Epoch: 320,  Train loss: 0.477001,  Train Acc: 0.780899,  Test Acc: 0.726457
Epoch: 321,  Train loss: 0.489766,  Train Acc: 0.778652,  Test Acc: 0.721973
Epoch: 322,  Train loss: 0.476187,  Train Acc: 0.774157,  Test Acc: 0.744395
Epoch: 323,  Train loss: 0.490168,  Train Acc: 0.777528,  Test Acc: 0.704036
Epoch: 324,  Train loss: 0.507577,  Train Acc: 0.775281,  Test Acc: 0.721973
Epoch: 325,  Train loss: 0.496350,  Train Acc: 0.775281,  Test Acc: 0.717489
Epoch: 326,  Train loss: 0.498016,  Train Acc: 0.751685,  Test Acc: 0.717489
Epoch: 327,  Train loss: 0.492151,  Train Acc: 0.776404,  Test Acc: 0.735426
Epoch: 328,  Train loss: 0.488098,  Train Acc: 0.776404,  Test Acc: 0.730942
Epoch: 329,  Train loss: 0.485112,  Train Acc: 0.783146,  Test Acc: 0.735426
Epoch: 330,  Train loss: 0.473309,  Train Acc: 0.773034,  Test Acc: 0.726457
Epoch: 331,  Train loss: 0.483205,  Train Acc: 0.782022,  Test Acc: 0.730942
Epoch: 332,  Train loss: 0.493797,  Train Acc: 0.777528,  Test Acc: 0.735426
Epoch: 333,  Train loss: 0.495348,  Train Acc: 0.777528,  Test Acc: 0.735426
Epoch: 334,  Train loss: 0.482361,  Train Acc: 0.778652,  Test Acc: 0.726457
Epoch: 335,  Train loss: 0.484581,  Train Acc: 0.779775,  Test Acc: 0.717489
Epoch: 336,  Train loss: 0.484639,  Train Acc: 0.774157,  Test Acc: 0.735426
Epoch: 337,  Train loss: 0.482829,  Train Acc: 0.777528,  Test Acc: 0.730942
Epoch: 338,  Train loss: 0.489654,  Train Acc: 0.773034,  Test Acc: 0.717489
Epoch: 339,  Train loss: 0.511847,  Train Acc: 0.787640,  Test Acc: 0.726457
Epoch: 340,  Train loss: 0.512438,  Train Acc: 0.775281,  Test Acc: 0.735426
Epoch: 341,  Train loss: 0.504857,  Train Acc: 0.778652,  Test Acc: 0.717489
Epoch: 342,  Train loss: 0.488459,  Train Acc: 0.780899,  Test Acc: 0.721973
Epoch: 343,  Train loss: 0.472767,  Train Acc: 0.775281,  Test Acc: 0.730942
Epoch: 344,  Train loss: 0.485723,  Train Acc: 0.786517,  Test Acc: 0.721973
Epoch: 345,  Train loss: 0.478538,  Train Acc: 0.778652,  Test Acc: 0.726457
Epoch: 346,  Train loss: 0.481721,  Train Acc: 0.782022,  Test Acc: 0.735426
Epoch: 347,  Train loss: 0.482627,  Train Acc: 0.787640,  Test Acc: 0.726457
Epoch: 348,  Train loss: 0.479166,  Train Acc: 0.786517,  Test Acc: 0.726457
Epoch: 349,  Train loss: 0.488581,  Train Acc: 0.777528,  Test Acc: 0.721973
Epoch: 350,  Train loss: 0.491731,  Train Acc: 0.777528,  Test Acc: 0.730942
Epoch: 351,  Train loss: 0.476931,  Train Acc: 0.774157,  Test Acc: 0.713004
Epoch: 352,  Train loss: 0.476957,  Train Acc: 0.776404,  Test Acc: 0.726457
Epoch: 353,  Train loss: 0.474648,  Train Acc: 0.784270,  Test Acc: 0.726457
Epoch: 354,  Train loss: 0.476715,  Train Acc: 0.789888,  Test Acc: 0.726457
Epoch: 355,  Train loss: 0.475754,  Train Acc: 0.782022,  Test Acc: 0.717489
Epoch: 356,  Train loss: 0.476880,  Train Acc: 0.788764,  Test Acc: 0.713004
Epoch: 357,  Train loss: 0.472474,  Train Acc: 0.780899,  Test Acc: 0.739910
Epoch: 358,  Train loss: 0.469183,  Train Acc: 0.778652,  Test Acc: 0.735426
Epoch: 359,  Train loss: 0.466679,  Train Acc: 0.783146,  Test Acc: 0.744395
Epoch: 360,  Train loss: 0.481375,  Train Acc: 0.773034,  Test Acc: 0.726457
Epoch: 361,  Train loss: 0.493168,  Train Acc: 0.786517,  Test Acc: 0.713004
Epoch: 362,  Train loss: 0.478742,  Train Acc: 0.780899,  Test Acc: 0.726457
Epoch: 363,  Train loss: 0.492530,  Train Acc: 0.773034,  Test Acc: 0.717489
Epoch: 364,  Train loss: 0.556704,  Train Acc: 0.759551,  Test Acc: 0.713004
Epoch: 365,  Train loss: 0.552958,  Train Acc: 0.761798,  Test Acc: 0.744395
Epoch: 366,  Train loss: 0.529969,  Train Acc: 0.756180,  Test Acc: 0.735426
Epoch: 367,  Train loss: 0.523237,  Train Acc: 0.760674,  Test Acc: 0.726457
Epoch: 368,  Train loss: 0.511346,  Train Acc: 0.768539,  Test Acc: 0.726457
Epoch: 369,  Train loss: 0.505962,  Train Acc: 0.769663,  Test Acc: 0.730942
Epoch: 370,  Train loss: 0.503150,  Train Acc: 0.774157,  Test Acc: 0.721973
Epoch: 371,  Train loss: 0.495330,  Train Acc: 0.774157,  Test Acc: 0.713004
Epoch: 372,  Train loss: 0.497570,  Train Acc: 0.778652,  Test Acc: 0.717489
Epoch: 373,  Train loss: 0.496708,  Train Acc: 0.780899,  Test Acc: 0.726457
Epoch: 374,  Train loss: 0.482905,  Train Acc: 0.779775,  Test Acc: 0.735426
Epoch: 375,  Train loss: 0.489317,  Train Acc: 0.779775,  Test Acc: 0.739910
Epoch: 376,  Train loss: 0.492131,  Train Acc: 0.773034,  Test Acc: 0.744395
Epoch: 377,  Train loss: 0.478948,  Train Acc: 0.778652,  Test Acc: 0.721973
Epoch: 378,  Train loss: 0.482795,  Train Acc: 0.776404,  Test Acc: 0.726457
Epoch: 379,  Train loss: 0.481954,  Train Acc: 0.773034,  Test Acc: 0.739910
Epoch: 380,  Train loss: 0.479689,  Train Acc: 0.774157,  Test Acc: 0.748879
Epoch: 381,  Train loss: 0.480172,  Train Acc: 0.780899,  Test Acc: 0.721973
Epoch: 382,  Train loss: 0.487448,  Train Acc: 0.776404,  Test Acc: 0.735426
Epoch: 383,  Train loss: 0.485177,  Train Acc: 0.780899,  Test Acc: 0.735426
Epoch: 384,  Train loss: 0.471598,  Train Acc: 0.778652,  Test Acc: 0.726457
Epoch: 385,  Train loss: 0.480288,  Train Acc: 0.775281,  Test Acc: 0.717489
Epoch: 386,  Train loss: 0.496166,  Train Acc: 0.786517,  Test Acc: 0.735426
Epoch: 387,  Train loss: 0.484446,  Train Acc: 0.777528,  Test Acc: 0.726457
Epoch: 388,  Train loss: 0.477771,  Train Acc: 0.785393,  Test Acc: 0.721973
Epoch: 389,  Train loss: 0.482796,  Train Acc: 0.780899,  Test Acc: 0.744395
Epoch: 390,  Train loss: 0.472442,  Train Acc: 0.782022,  Test Acc: 0.726457
Epoch: 391,  Train loss: 0.475997,  Train Acc: 0.791011,  Test Acc: 0.735426
Epoch: 392,  Train loss: 0.474368,  Train Acc: 0.782022,  Test Acc: 0.730942
Epoch: 393,  Train loss: 0.475195,  Train Acc: 0.789888,  Test Acc: 0.726457
Epoch: 394,  Train loss: 0.474838,  Train Acc: 0.782022,  Test Acc: 0.748879
Epoch: 395,  Train loss: 0.467450,  Train Acc: 0.779775,  Test Acc: 0.713004
Epoch: 396,  Train loss: 0.466231,  Train Acc: 0.776404,  Test Acc: 0.739910
Epoch: 397,  Train loss: 0.475175,  Train Acc: 0.786517,  Test Acc: 0.730942
Epoch: 398,  Train loss: 0.465778,  Train Acc: 0.778652,  Test Acc: 0.735426
Epoch: 399,  Train loss: 0.467969,  Train Acc: 0.782022,  Test Acc: 0.739910
Epoch: 400,  Train loss: 0.472741,  Train Acc: 0.795506,  Test Acc: 0.717489
Epoch: 401,  Train loss: 0.462582,  Train Acc: 0.788764,  Test Acc: 0.730942
Epoch: 402,  Train loss: 0.477838,  Train Acc: 0.773034,  Test Acc: 0.735426
Epoch: 403,  Train loss: 0.478664,  Train Acc: 0.789888,  Test Acc: 0.717489
Epoch: 404,  Train loss: 0.470031,  Train Acc: 0.779775,  Test Acc: 0.730942
Epoch: 405,  Train loss: 0.469536,  Train Acc: 0.791011,  Test Acc: 0.730942
Epoch: 406,  Train loss: 0.465023,  Train Acc: 0.788764,  Test Acc: 0.730942
Epoch: 407,  Train loss: 0.461966,  Train Acc: 0.783146,  Test Acc: 0.717489
Epoch: 408,  Train loss: 0.469683,  Train Acc: 0.785393,  Test Acc: 0.735426
Epoch: 409,  Train loss: 0.461484,  Train Acc: 0.793258,  Test Acc: 0.721973
Epoch: 410,  Train loss: 0.467977,  Train Acc: 0.789888,  Test Acc: 0.713004
Epoch: 411,  Train loss: 0.458697,  Train Acc: 0.783146,  Test Acc: 0.739910
Epoch: 412,  Train loss: 0.463457,  Train Acc: 0.794382,  Test Acc: 0.739910
Epoch: 413,  Train loss: 0.474172,  Train Acc: 0.795506,  Test Acc: 0.721973
Epoch: 414,  Train loss: 0.467116,  Train Acc: 0.782022,  Test Acc: 0.726457
Epoch: 415,  Train loss: 0.465465,  Train Acc: 0.794382,  Test Acc: 0.721973
Epoch: 416,  Train loss: 0.467435,  Train Acc: 0.791011,  Test Acc: 0.744395
Epoch: 417,  Train loss: 0.455891,  Train Acc: 0.795506,  Test Acc: 0.726457
Epoch: 418,  Train loss: 0.458261,  Train Acc: 0.789888,  Test Acc: 0.744395
Epoch: 419,  Train loss: 0.462084,  Train Acc: 0.780899,  Test Acc: 0.730942
Epoch: 420,  Train loss: 0.506918,  Train Acc: 0.785393,  Test Acc: 0.730942
Epoch: 421,  Train loss: 0.481734,  Train Acc: 0.777528,  Test Acc: 0.721973
Epoch: 422,  Train loss: 0.473235,  Train Acc: 0.775281,  Test Acc: 0.735426
Epoch: 423,  Train loss: 0.476239,  Train Acc: 0.778652,  Test Acc: 0.744395
Epoch: 424,  Train loss: 0.469127,  Train Acc: 0.776404,  Test Acc: 0.735426
Epoch: 425,  Train loss: 0.470391,  Train Acc: 0.784270,  Test Acc: 0.739910
Epoch: 426,  Train loss: 0.458849,  Train Acc: 0.792135,  Test Acc: 0.721973
Epoch: 427,  Train loss: 0.463345,  Train Acc: 0.786517,  Test Acc: 0.730942
Epoch: 428,  Train loss: 0.461071,  Train Acc: 0.796629,  Test Acc: 0.713004
Epoch: 429,  Train loss: 0.461625,  Train Acc: 0.793258,  Test Acc: 0.735426
Epoch: 430,  Train loss: 0.453861,  Train Acc: 0.792135,  Test Acc: 0.726457
Epoch: 431,  Train loss: 0.472459,  Train Acc: 0.785393,  Test Acc: 0.735426
Epoch: 432,  Train loss: 0.468814,  Train Acc: 0.796629,  Test Acc: 0.721973
Epoch: 433,  Train loss: 0.467961,  Train Acc: 0.789888,  Test Acc: 0.730942
Epoch: 434,  Train loss: 0.454330,  Train Acc: 0.791011,  Test Acc: 0.730942
Epoch: 435,  Train loss: 0.450779,  Train Acc: 0.786517,  Test Acc: 0.735426
Epoch: 436,  Train loss: 0.447737,  Train Acc: 0.801124,  Test Acc: 0.721973
Epoch: 437,  Train loss: 0.461596,  Train Acc: 0.786517,  Test Acc: 0.730942
Epoch: 438,  Train loss: 0.461926,  Train Acc: 0.794382,  Test Acc: 0.726457
Epoch: 439,  Train loss: 0.456185,  Train Acc: 0.788764,  Test Acc: 0.721973
Epoch: 440,  Train loss: 0.457734,  Train Acc: 0.784270,  Test Acc: 0.735426
Epoch: 441,  Train loss: 0.467176,  Train Acc: 0.775281,  Test Acc: 0.717489
Epoch: 442,  Train loss: 0.482588,  Train Acc: 0.784270,  Test Acc: 0.713004
Epoch: 443,  Train loss: 0.481764,  Train Acc: 0.778652,  Test Acc: 0.726457
Epoch: 444,  Train loss: 0.477565,  Train Acc: 0.774157,  Test Acc: 0.730942
Epoch: 445,  Train loss: 0.467816,  Train Acc: 0.785393,  Test Acc: 0.730942
Epoch: 446,  Train loss: 0.466126,  Train Acc: 0.779775,  Test Acc: 0.713004
Epoch: 447,  Train loss: 0.453857,  Train Acc: 0.792135,  Test Acc: 0.730942
Epoch: 448,  Train loss: 0.473493,  Train Acc: 0.762921,  Test Acc: 0.708520
Epoch: 449,  Train loss: 0.503799,  Train Acc: 0.778652,  Test Acc: 0.721973
Epoch: 450,  Train loss: 0.532335,  Train Acc: 0.784270,  Test Acc: 0.721973
Epoch: 451,  Train loss: 0.509679,  Train Acc: 0.755056,  Test Acc: 0.717489
Epoch: 452,  Train loss: 0.513602,  Train Acc: 0.767416,  Test Acc: 0.721973
Epoch: 453,  Train loss: 0.498242,  Train Acc: 0.779775,  Test Acc: 0.730942
Epoch: 454,  Train loss: 0.492555,  Train Acc: 0.782022,  Test Acc: 0.735426
Epoch: 455,  Train loss: 0.478624,  Train Acc: 0.792135,  Test Acc: 0.730942
Epoch: 456,  Train loss: 0.470797,  Train Acc: 0.784270,  Test Acc: 0.730942
Epoch: 457,  Train loss: 0.467921,  Train Acc: 0.794382,  Test Acc: 0.730942
Epoch: 458,  Train loss: 0.460931,  Train Acc: 0.785393,  Test Acc: 0.730942
Epoch: 459,  Train loss: 0.463681,  Train Acc: 0.795506,  Test Acc: 0.721973
Epoch: 460,  Train loss: 0.452160,  Train Acc: 0.797753,  Test Acc: 0.726457
Epoch: 461,  Train loss: 0.457247,  Train Acc: 0.791011,  Test Acc: 0.735426
Epoch: 462,  Train loss: 0.445146,  Train Acc: 0.792135,  Test Acc: 0.721973
Epoch: 463,  Train loss: 0.451345,  Train Acc: 0.794382,  Test Acc: 0.713004
Epoch: 464,  Train loss: 0.446467,  Train Acc: 0.796629,  Test Acc: 0.730942
Epoch: 465,  Train loss: 0.444760,  Train Acc: 0.795506,  Test Acc: 0.708520
Epoch: 466,  Train loss: 0.467783,  Train Acc: 0.784270,  Test Acc: 0.717489
Epoch: 467,  Train loss: 0.477293,  Train Acc: 0.757303,  Test Acc: 0.713004
Epoch: 468,  Train loss: 0.487938,  Train Acc: 0.782022,  Test Acc: 0.730942
Epoch: 469,  Train loss: 0.476253,  Train Acc: 0.778652,  Test Acc: 0.717489
Epoch: 470,  Train loss: 0.467192,  Train Acc: 0.791011,  Test Acc: 0.726457
Epoch: 471,  Train loss: 0.461231,  Train Acc: 0.792135,  Test Acc: 0.717489
Epoch: 472,  Train loss: 0.456449,  Train Acc: 0.784270,  Test Acc: 0.735426
Epoch: 473,  Train loss: 0.448513,  Train Acc: 0.794382,  Test Acc: 0.721973
Epoch: 474,  Train loss: 0.451273,  Train Acc: 0.795506,  Test Acc: 0.730942
Epoch: 475,  Train loss: 0.440404,  Train Acc: 0.792135,  Test Acc: 0.730942
Epoch: 476,  Train loss: 0.440829,  Train Acc: 0.791011,  Test Acc: 0.730942
Epoch: 477,  Train loss: 0.438086,  Train Acc: 0.789888,  Test Acc: 0.721973
Epoch: 478,  Train loss: 0.442061,  Train Acc: 0.794382,  Test Acc: 0.717489
Epoch: 479,  Train loss: 0.440967,  Train Acc: 0.797753,  Test Acc: 0.721973
Epoch: 480,  Train loss: 0.449057,  Train Acc: 0.782022,  Test Acc: 0.735426
Epoch: 481,  Train loss: 0.480095,  Train Acc: 0.796629,  Test Acc: 0.695067
Epoch: 482,  Train loss: 0.484912,  Train Acc: 0.786517,  Test Acc: 0.717489
Epoch: 483,  Train loss: 0.489136,  Train Acc: 0.775281,  Test Acc: 0.730942
Epoch: 484,  Train loss: 0.473519,  Train Acc: 0.784270,  Test Acc: 0.708520
Epoch: 485,  Train loss: 0.467697,  Train Acc: 0.796629,  Test Acc: 0.704036
Epoch: 486,  Train loss: 0.451058,  Train Acc: 0.793258,  Test Acc: 0.726457
Epoch: 487,  Train loss: 0.448796,  Train Acc: 0.796629,  Test Acc: 0.721973
Epoch: 488,  Train loss: 0.446802,  Train Acc: 0.793258,  Test Acc: 0.735426
Epoch: 489,  Train loss: 0.438906,  Train Acc: 0.789888,  Test Acc: 0.735426
Epoch: 490,  Train loss: 0.444119,  Train Acc: 0.791011,  Test Acc: 0.726457
Epoch: 491,  Train loss: 0.445936,  Train Acc: 0.789888,  Test Acc: 0.721973
Epoch: 492,  Train loss: 0.435566,  Train Acc: 0.791011,  Test Acc: 0.713004
Epoch: 493,  Train loss: 0.442063,  Train Acc: 0.780899,  Test Acc: 0.730942
Epoch: 494,  Train loss: 0.450205,  Train Acc: 0.793258,  Test Acc: 0.695067
Epoch: 495,  Train loss: 0.450854,  Train Acc: 0.795506,  Test Acc: 0.739910
Epoch: 496,  Train loss: 0.435816,  Train Acc: 0.800000,  Test Acc: 0.704036
Epoch: 497,  Train loss: 0.440253,  Train Acc: 0.786517,  Test Acc: 0.730942
Epoch: 498,  Train loss: 0.430575,  Train Acc: 0.789888,  Test Acc: 0.739910
Epoch: 499,  Train loss: 0.433953,  Train Acc: 0.786517,  Test Acc: 0.730942
Epoch: 500,  Train loss: 0.431703,  Train Acc: 0.800000,  Test Acc: 0.721973
